Cluster,Data Points
14199,abdullah furnished apartments
14200,reehan  kawthar
14201,fares hotel complex
14202,oasis  baha
14203,abeer  beit
14204,durrat jabra
14205,qasr  azizia
14206,bayta  hayat
14207,time  muruj
14208,fakhama park
14209,saraya seif mahbas  jinn
14210,diamond beach hotel
14211,darah
14212,charming 2 bed apt
14213,luluat  thurya
14214,villa nasser
14215,swat furnished apartment
14216,nargis rest
14217,danya villas
14218,waha  naf
14219,rim  jazirah
14220,shada  sama
14221,almasa gulf apartments
14222,atlas three summit hotel services
14223,ray kady
14224,zahret  bandar
14225,saray chalet
14226,nasser bin juma
14227,riff  hamra
14228,opal furnished residential units
14229,leith hospitity
14230,ruaat  shahad
14231,hassan furnished apartments
14232,suleiman
14233,razon hotel towers
14234,arous  faisia apartments
14235,riad marina
14236,rehana  wadi
14237,sam camp
14238,diyar roma
14239,mercure corniche
14240,jewel  alula
14241,danat  kheej
14242,best western plus farsan
14243,mqbul sem  dhajani
14244,sadara  khobar
14245,doubletree  hilton hotel riyadh    murooj gate
14246,hayat modern
14247,ajyad pace hotel    sudd 2
14248,barakah vue hotel
14249,diyar  maha
14250,zawar  masha'er
14251,wakkan kan'an
14252,golden suite
14253,four stars  musfah hotel
14254,ramada encore  khobar  ulaya
14255,warda  jameela
14256,shari'ah tower
14257,safwah grand hotel
14258,fayroz  masri
14259,olive land
14260,tal  ward
14261,arab ocean
14262,golden dakhil
14263,tawbah homes
14264,basmat  sharqiyah
14265,meerot residence
14266,dar  iman  andus
14267,holiday inn tabuk
14268,durar  majd
14269,diar  habib
14270,tulay park
14271,burj  rabea apartments
14272,shale residence
14273,ameerald residence
14274,anwar  awi apartments
14275,laithoria residence
14276,khobar stay apartments
14277,nirvana residence
14278,vision homes apartments
14279,majidiyah residence
14280,musharaf  taif apartments
14281,sendan residence
14282,brand  qassim
14283,majidia residence
14284,novotel  dammam
14285,surr residence
14286,ahba hotel
14287,almajdiah residence
14288,meral oasis
14289,cloud7 residence
14290,artal taiba
14291,gawaher  lotus
14292,nesma  taif apartments
14293,taj  khij apartments
14294,jnan  nakhil apartments
14295,raudat  khil
14296,jawhara furnished residenti units
14297,nada hospitality
14298,qasr  shati apartments
14299,najd inn apartments
14300,fajr mansions
14301,mutab suites  fah
14302,zahret  shaab
14303,nada g 1 luxury gold ag95
14304,bisan farm
14305,samo hotels apartments
14306,awi golden hotel
14307,dorra loreit
14308,sama retreat
14309,nada  mezab
14310,jumeirah furnished units
14311,dana taybah
14312,manazel  rayhan
14313,khayal abha
14314,tolan chalets
14315,abiat  sham
14316,afak rimas
14317,yaqootat  madinah
14318,hayat palestine
14319,sils  madinah
14320,jomhur abdulmik  thubaiti
14321,ruha  madinah
14322,durrat  ia
14323,kaswa towers
14324,pace  andus  dhahabi
14325,sumou  khobar
14326,arak park apartments
14327,city zone valencia
14328,fajr baka hotel
14329,nesayem abha
14330,talin star apartments
14331,raja guesthouse
14332,basateen apartments
14333,ronq residences
14334,pop 625 corp
14335,sama star
14336,towaik towers apartments
14337,najoud abha
14338,beit  musafir
14339,dammam hotels limited
14340,mukhtar golden hotel
14341,ryanah abha
14342,thora alamjad furnished apartments
14343,durrat tabah hotel
14344,riyadh units apartments
14345,amasya hospitality
14346,dara  sam
14347,khozamai abha
14348,rukn  jawzaa apartments
14349,joury  mashaer
14350,ayar hail
14351,yan  sharq
14352,tariq  hijrah
14353,golden dunes agadir
14354,muzain  muqati  otaibi
14355,fath house hotel
14356,masoudi circumcision
14357,munir  madina
14358,arid  shati
14359,mora
14360,bilsan star
14361,hassan jameel abdulghani thaqah
14362,masaya najran
14363,wadiar  madina
14364,durrat taiba
14365,modern rose
14366,address residence
14367,arab resort
14368,safwa  beit  mahbous hotel
14369,jabel omar jumeirah
14370,crowne luxury
14371,saraya  diriyah trading establishment
14372,grand plaza gulf hotel
14373,arwa  layi
14374,sahah makkah
14375,ahdaa  wasam
14376,haris
14377,masool plaza
14378,mukhtar plaza
14379,maresi plaza
14380,budl  corniche
14381,qasr  tahliah  jadeed
14382,easy serviced units
14383,naseem  wahdat
14384,manazil  hour 2
14385,sufa  shariah
14386,baytati  samer
14387,diamond house apartments
14388,fanoon rahati
14389,horizon  bahr
14390,green park
14391,masa furnished residential units
14392,sara residences
14393,masah residenti apartments
14394,sama  shifa
14395,boudl quraysh
14396,rose  janoob
14397,dream sharurah apartments
14398,rose salmiya
14399,best western plus foursan
14400,manasik  seh
14401,rose nery 2
14402,haram residences
14403,rose plaza1
14404,luluat turbah
14405,rose niry
14406,celine furnished residential units
14407,masa  majd
14408,gharbiya pace
14409,palm view apartments
14410,centro alia  rotana
14411,palace  hope
14412,almas beach
14413,merisi plaza
14414,rihana apartments yanbu
14415,fuco riyadh
14416,masharif abha
14417,khayal residence
14418,shuaib mira hotel
14419,yasmin classic
14420,jerash hotel apartments (branch  hammoudeh limited)
14421,withdrawal abha
14422,shaat  hayat
14423,arfaa chet
14424,nasser abdullah nasser  shaiki
14425,teed compound    mga   boulevard
14426,taj  makan
14427,sama tulain
14428,sadeem chalets
14429,jawahra luxury
14430,durrat park entertainment
14431,permanent luxury
14432,ru'ya apartments unaizah
14433,aknan abha
14434,imtiyaz center
14435,funun  raha
14436,fatimah hussain  zahrani
14437,abha paradis
14438,rakan  mada resort
14439,sultan bin ashqan bin sultan hathal
14440,taj  yarmouk
14441,coral house
14442,fareeda apartment
14443,abdulrahman saeed  shahrani
14444,arjawan  raqiya
14445,lafam apartment
14446,seef tower
14447,privet apartment
14448,kanooz  diyafa
14449,alrihana apartment 1
14450,snabel  huda
14451,mahm contemporary
14452,salsabil hotel
14453,mandarine  sham
14454,sadir darcam apartments
14455,riad  diyafa
14456,rayhana plaza
14457,rahf star hotel
14458,bayt lemar
14459,deer island
14460,hajij  dhahabi 2
14461,sheraton makkah jab  kaaba
14462,lunan furnished residential units
14463,abher inn apartments
14464,bayab  azizia
14465,golden columns hotel
14466,arsh  musafir
14467,zuhour makkah 1
14468,suite home at kaec
14469,muheeb  maz   university
14470,fares chets
14471,beit  rif  sultani
14472,zamzam  rawdah
14473,nakhba chets
14474,hattan furnished apartments
14475,wardat  safeer
14476,la'wlat  safa
14477,ajneha sara furnished apartment 2
14478,beit  mqa apartments
14479,taj  hamraa
14480,masa  aiyah
14481,maak  safwa
14482,karm hotels
14483,lutaz beach
14484,rayah grand
14485,samakah beach
14486,manazel  aswaf
14487,beach vibe 1
14488,bostan pearl
14489,zahret  qusur
14490,layali residence
14491,safwat  meead
14492,comfort villa
14493,durrat  muthanna
14494,swiss internation resort unaizah  qassim
14495,rabeh  bahri chet
14496,dana north
14497,corniche jeddah sea view apartment
14498,ajwa rabigh
14499,qasr  waha
14500,malafa east apartments
14501,mira park
14502,madinah countryside
14503,reem park
14504,sky oasis
14505,wad plaza
14506,ban chalets
14507,i ahmed  qahtani apartments
14508,jannat  sharq
14509,nasim towers
14510,roubat  safwa
14511,laten suites mohammadia
14512,nasmat  khair
14513,layi  haneen
14514,fakhamet  taif 1
14515,taj  munira
14516,traveler's hospitality
14517,triple one
14518,ocean view  sama star
14519,arjwani pace
14520,jar marina 4
14521,shaqiq pace
14522,nakhla elite
14523,fahd bin saad bin mohammed raizah apartments
14524,aseel plaza 2
14525,ahmad plaza resort
14526,arjan suites
14527,karam  ajy
14528,qemma khayali
14529,movenpick city hotel
14530,yodj chalets
14531,adel fahid duraian  harbi
14532,anan  aziziya
14533,kahili apartments
14534,mabait jazan
14535,urban
14536,dammam pace
14537,makhmal chalets
14538,dar  misfh 2
14539,hydra chalets
14540,kyan  masy hotel
14541,lydia chalets
14542,private villa
14543,banafsaj nights
14544,olayan ajyad
14545,dsheel chalets
14546,mersa  qasr
14547,awrad roy  yarmuk
14548,wakt  fakhama
14549,maskan  rifi
14550,hayat  roz
14551,bilbais furnished units
14552,solis villa riyadh
14553,your home
14554,areen jeddah  basatin
14555,latheen chalets
14556,qasr  ana hotel apartments
14557,muhaidb  olaya
14558,sword tower
14559,swarovski chalets
14560,ramada palace
14561,shuraka  khair hotel
14562,lailat  tamayuz
14563,beit lamar
14564,abdulaziz habibullah mohammed niyaz
14565,masurat chalets
14566,rahati luxury apartments
14567,ritz  madina
14568,rose bisha
14569,la fontaine quraish suites
14570,eastern homes apartments
14571,lugano taybah apartment
14572,spring chalet
14573,zahra wahid
14574,khuzami jazan
14575,barq luxury apartments
14576,awttad makkah
14577,zara continental
14578,mawsim  hodou' furnished apartments
14579,mouna chets
14580,reelam chalets
14581,mövenpick tourist
14582,ambassadors residences
14583,sultan nasser  sumani hotel
14584,rawad  sham
14585,devon chalets
14586,mona view
14587,suhab abha
14588,golden yahala
14589,indium  fayroz chets
14590,nice day chalets
14591,platinum seventy
14592,saada beach
14593,dw chalets
14594,khayy  rafi'ah
14595,manazel  marsa
14596,quality experts
14597,la defense blue
14598,platinum  awla hotel
14599,jawhara skaka hotel
14600,mazaya house
14601,samaya star
14602,roof  madinah hotel
14603,pm chalets
14604,wow hotel jeddah    naeem
14605,abdulrahman saffar  juaied establishment
14606,rabiah  hijaz hotel operations establishment
14607,niyarah  khobar furnished apartments
14608,rabwa  safwa ii
14609,alzeer bungalows
14610,medina suites
14611,nasma  jawhara
14612,new lover  hada
14613,warwick  khobar
14614,rosa grand
14615,mooya chalets
14616,natwan apartments
14617,la perla
14618,farah  amiya
14619,sem bin mohammed bin murai  sa'iri apartments
14620,grand valley
14621,khurj roy apartments
14622,amwaj beach
14623,elaf kinda hotel
14624,royal east furnished residential units
14625,stibrig  khobar
14626,durrat  huda
14627,tarf jeddah
14628,guests inn
14629,burj  rayah
14630,tahlia suites
14631,farhan apartment
14632,grandeur waha apartments
14633,fuku  khobar
14634,ambassador residences
14635,raweeq  khobar
14636,dar  wud
14637,wahat  khadra hotel company
14638,galleria  ilaf
14639,zahra  asima
14640,hatim jewel
14641,sama rowana
14642,jawan  dhahabia  oula
14643,nazhat  mushtaq hotel
14644,thl  sama
14645,suleiman musa  olyan
14646,az  fakhama
14647,sitadins  sama
14648,star island apartments
14649,abdulrahman nasser  hamadi apartments
14650,flamingo  bilsan
14651,durrat abha hotel company
14652,durrat  zein
14653,swiss inn tabuk
14654,arkan  bahiya
14655,beautful chalets
14656,luluat  arbaeen
14657,luxury summer apartments
14658,rahaf  bahr
14659,taleh resort
14660,antya villa  huda
14661,hada'a  sayf
14662,jawharat quba
14663,holiday villa hail
14664,origami chalets
14665,sah  kubra
14666,diaa recreation establishment
14667,semi villa
14668,jumeirah villas
14669,jewel taj  hadwa apartments
14670,swiss blue  zahraa
14671,til  arayis chets
14672,ayam
14673,guest house
14674,shada residence
14675,reef  sharqiyah
14676,safwa  seel apartments
14677,durrat  rayan
14678,rattaj  beit suites
14679,knights towers apartments
14680,shifa abha
14681,anwar  madinah mövenpick
14682,masar village
14683,saheer residences
14684,dabab house
14685,zaher  fakhama
14686,fahad mohammad abdulaziz  qasim
14687,rawad kenan
14688,rural houses
14689,dhafra residences
14690,luxury code
14691,yemama residences
14692,asoul  madinah apartments
14693,awlan residences
14694,jam  ghoroub
14695,beit  qemma apartments
14696,gold tower
14697,athab residences
14698,safari  huda
14699,jeddah city yard
14700,shaleh residences
14701,rivan chalet
14702,khuzama pace
14703,oyo 278 taj saba furnished residential units
14704,sabha oasis
14705,amjad  ghara hotel
14706,taba  sam
14707,shining pearl
14708,adel bin ameen bin mohamed fattani
14709,cloud  stars
14710,faysalia oasis
14711,renata oasis
14712,qasr  hurra apartments
14713,nef oasis
14714,lu'luat  fayha
14715,sunod  ryan
14716,jazoub oasis
14717,ahlam beach
14718,fawasil  sham
14719,golden visitor hotel
14720,bayt apartments
14721,nefal oasis
14722,khazami park
14723,joury ajyad
14724,ares  jawar
14725,hanaa residences
14726,amjad  raqiah
14727,lamir residences
14728,manazel  marjana
14729,miral oasis
14730,luluat  hashimiyah
14731,dalah hospitality
14732,ghannati oasis
14733,saco oasis
14734,waha  haditha
14735,fairooz oasis
14736,ans  jawar
14737,noshin chalets
14738,lama rose
14739,abiat  naseem
14740,ibrahim  eiri
14741,ashbilia pearl
14742,dar  zuhur
14743,nujoom  musfah
14744,shurooq apartments abha
14745,rais gulf
14746,lotus apartment
14747,ayari   eight
14748,ru'ya  muna
14749,jawhara  mubarriz apartments
14750,manh crown plaza
14751,karam jeddah
14752,dar  ins
14753,hamad homes
14754,tut homes
14755,nakhba  khair
14756,durrat  daraa (2)
14757,roo'at  masaa apartments
14758,farah  madinah
14759,le bleu pearl
14760,samou pace
14761,shatha makkah
14762,edsas villas 1
14763,tabah silver towers
14764,golden relax apartments
14765,diafah apartments olaya
14766,rashid residence
14767,nabaris  masi
14768,mohammad dakhil lah obaidullah  arabi
14769,jbr chalets
14770,raf  olaya
14771,canary beach
14772,am aaid zaid  otaibi apartments
14773,alyousr royal hotel
14774,muhaidib downtown
14775,aknan  wed
14776,view inn
14777,samaa raffah housing apartments
14778,ramada lights
14779,santorini chalet
14780,eknaf  sariya
14781,noura pearl
14782,massa olaya
14783,dior chalet
14784,maghrib suites
14785,azhar jeddah
14786,q serviced units
14787,grandeur marina apartments
14788,darra
14789,furat madayin
14790,rose  massey
14791,qasr sababa apartments
14792,asal hotel apartments   hira
14793,boudl hera
14794,qasr  classicy apartments
14795,family house
14796,shati sharm suites
14797,royal tulip sharma
14798,villa raseel
14799,suhail  sharq apartments
14800,aris  sharq
14801,yasr roy
14802,shams  qamar chalets
14803,jewel  rasheed
14804,qasr wanasa apartments
14805,qasr sireen apartments
14806,durrat  reem
14807,asil sabya
14808,dar ramah  murooj suites 7
14809,foqra village resort
14810,jab village
14811,khozama  sham apartments
14812,afq furnished apartments
14813,gulf star hotel
14814,jawan  dhahabiya  oula apartments
14815,dana  khama
14816,mohammadia residences
14817,tayeb wahid
14818,zahret  masfah
14819,dana mahayil
14820,hamsat janti
14821,dana rghaib
14822,wasm tourism
14823,dana rmah
14824,golden garden  corniche
14825,jewel house
14826,afq  sahari
14827,mohammed  sbeetani
14828,jawhara hawazen apartments
14829,r4 water sports chalet
14830,top  khobar
14831,wahat ajyad
14832,argan dream
14833,maraj  sam
14834,hada pace
14835,nazra apartments
14836,burj  faris
14837,orient house
14838,arayaf  ola
14839,zahrah bahia
14840,mughniya contracting company labor accommodation
14841,ark chalets
14842,twin dream apartments
14843,ishraqah makkah
14844,rayan stars establishment  furnished residential units
14845,seh karim dakhil  anzi trading establishment
14846,durrat  hudhud
14847,retaj  safwa
14848,nasmat  diyafa
14849,celine home tawiq
14850,midan  bay'ah
14851,boudl  ulaya
14852,snood almahbas
14853,manar jeddah
14854,khidiya suites
14855,deyouf  madinah
14856,shahd  madina
14857,najm  qurayat
14858,shurafa apartments
14859,jeddah houses
14860,taj  quds
14861,bou towers
14862,safar travel  tourism agency
14863,holiday season
14864,qasr  lotus limited
14865,jory
14866,jewel  durrah
14867,joharah makkah
14868,kadi palace apartments
14869,hara houses
14870,platinum  khamsin
14871,rawdah  aqiq
14872,manarat  raqi
14873,sahar  sharq
14874,burj  asah
14875,yasmin mes
14876,home inn
14877,haqqo towers
14878,platinum park
14879,aknan riyadh
14880,ithnin towers
14881,pearl thurya
14882,lu'luat  bashair
14883,dar  khurma company  residenti units
14884,fattouh towers
14885,sabahi towers
14886,elaf qibaa
14887,bawwab towers
14888,funoun rahati
14889,towaiq towers
14890,sadan plaza
14891,jowa  tamayoz residenti units
14892,sama  asil
14893,abo khyal abha
14894,meridian towers
14895,crown rose
14896,courtyard marriott jizan
14897,marina resident
14898,smo alkhair
14899,intercontinent dar  hijra madinah
14900,furnished apartment 3 rooms
14901,adel hamad  jarbaa apartments
14902,samaw chets
14903,suite hotel apartments
14904,rima homes
